日期,觀測時間(hour),測站氣壓(hPa),海平面氣壓(hPa),氣溫(℃),露點溫度(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),降水時數(h),全天空日射量(MJ/㎡),紫外線指數
2024-03-21,24,1011.0,1014.6,20.7,16.5,77,1.5,160,3.0,160,0.0,0.0,0.0,0
2024-03-22,1,1010.7,1014.3,20.2,16.3,78,0.8,120,2.9,160,0.0,0.0,0.0,0
2024-03-22,2,1010.2,1013.8,19.9,16.6,81,1.2,170,2.8,150,0.0,0.0,0.0,0
2024-03-22,3,1009.9,1013.5,19.5,16.5,83,1.2,180,3.2,180,0.0,0.0,0.0,0
2024-03-22,4,1009.5,1013.1,19.3,16.3,83,1.0,140,2.6,180,0.0,0.0,0.0,0
2024-03-22,5,1009.7,1013.3,19.3,16.3,83,0.8,120,3.4,130,0.0,0.0,0.0,0
2024-03-22,6,1010.5,1014.1,19.0,16.4,85,0.8,110,1.7,150,0.0,0.0,0.0,0
2024-03-22,7,1011.0,1014.6,19.6,16.6,83,1.0,160,2.3,120,0.0,0.0,0.15,0
2024-03-22,8,1011.7,1015.3,21.6,17.0,75,1.6,170,3.1,190,0.0,0.0,0.76,1
2024-03-22,9,1011.5,1015.0,23.7,17.5,68,0.6,180,3.1,100,0.0,0.0,1.51,2
2024-03-22,10,1011.5,1015.0,25.5,18.7,66,1.2,110,2.0,120,0.0,0.0,1.99,4
2024-03-22,11,1011.0,1014.5,27.8,18.8,58,1.3,60,3.7,90,0.0,0.0,2.46,6
2024-03-22,12,1010.2,1013.7,29.0,18.2,52,0.9,70,3.8,30,0.0,0.0,2.71,7
2024-03-22,13,1009.7,1013.2,29.4,17.6,49,1.4,300,4.3,290,0.0,0.0,2.71,7
2024-03-22,14,1009.1,1012.6,30.0,18.2,49,2.4,320,5.3,350,0.0,0.0,2.37,6
2024-03-22,15,1009.0,1012.5,29.0,17.9,51,2.6,320,7.1,320,0.0,0.0,2.3,4
2024-03-22,16,1009.1,1012.6,28.6,18.7,55,2.6,330,6.6,330,0.0,0.0,1.51,2
2024-03-22,17,1009.5,1013.0,27.4,19.5,62,1.8,350,4.7,350,0.0,0.0,0.82,1
2024-03-22,18,1010.0,1013.5,26.6,21.8,75,2.2,340,4.8,350,0.0,0.0,0.15,0
2024-03-22,19,1010.8,1014.3,25.8,22.3,81,2.0,360,5.2,340,0.0,0.0,0.0,0
2024-03-22,20,1011.3,1014.8,24.5,23.8,96,1.7,360,3.9,340,1.0,0.3,0.0,0
2024-03-22,21,1011.8,1015.3,24.3,24.0,98,1.0,350,2.6,50,T,0.3,0.0,0
2024-03-22,22,1011.6,1015.1,23.8,22.2,91,1.5,140,3.0,110,0.0,0.0,0.0,0
2024-03-22,23,1011.7,1015.2,22.8,21.4,92,0.8,210,3.7,90,0.0,0.0,0.0,0
2024-03-22,24,1011.8,1015.4,22.4,21.2,93,0.7,180,1.5,200,0.0,0.0,0.0,0
2024-03-23,1,1012.2,1015.8,22.2,21.0,93,0.5,10,3.1,180,0.0,0.0,0.0,0
2024-03-23,2,1012.1,1015.7,22.6,20.5,88,2.1,160,3.8,150,0.0,0.0,0.0,0
2024-03-23,3,1012.0,1015.6,22.3,20.4,89,1.5,160,3.1,170,0.0,0.0,0.0,0
2024-03-23,4,1011.9,1015.5,21.6,20.2,92,0.7,150,2.9,140,0.0,0.0,0.0,0
2024-03-23,5,1012.3,1015.9,21.5,20.3,93,0.8,170,1.7,180,0.0,0.0,0.0,0
2024-03-23,6,1013.1,1016.7,21.7,19.8,89,1.6,160,3.9,170,0.0,0.0,0.0,0
2024-03-23,7,1013.7,1017.3,22.0,19.9,88,0.8,180,3.8,140,0.0,0.0,0.24,0
2024-03-23,8,1014.4,1017.9,23.6,20.4,82,0.6,130,2.8,140,0.0,0.0,0.95,1
2024-03-23,9,1014.3,1017.8,26.7,20.8,70,0.7,110,2.8,160,0.0,0.0,1.84,3
2024-03-23,10,1014.0,1017.5,28.7,21.5,65,1.2,180,3.2,210,0.0,0.0,2.5,6
2024-03-23,11,1013.4,1016.9,30.3,21.1,58,0.9,240,4.0,300,0.0,0.0,3.03,8
2024-03-23,12,1012.2,1015.7,31.0,19.7,51,2.1,270,5.7,320,0.0,0.0,2.74,8
2024-03-23,13,1011.4,1014.9,30.8,22.4,61,3.8,340,7.1,340,0.0,0.0,3.09,9
2024-03-23,14,1010.9,1014.4,29.5,22.5,66,2.8,340,7.1,340,0.0,0.0,1.67,5
2024-03-23,15,1010.6,1014.1,28.7,22.7,70,3.2,340,6.3,340,0.0,0.0,1.63,4
2024-03-23,16,1010.6,1014.1,28.5,23.0,72,1.5,340,5.3,330,0.0,0.0,1.08,2
2024-03-23,17,1010.7,1014.2,27.6,23.0,76,1.4,330,5.8,40,0.0,0.0,0.55,1
2024-03-23,18,1011.3,1014.8,26.8,23.1,80,2.6,350,5.0,350,0.0,0.0,0.14,0
2024-03-23,19,1011.6,1015.1,26.7,22.8,79,0.6,290,3.4,360,0.0,0.0,0.0,0
2024-03-23,20,1012.0,1015.5,26.0,23.1,84,1.5,340,3.5,330,0.0,0.0,0.0,0
2024-03-23,21,1012.4,1015.9,25.6,23.1,86,0.5,10,2.7,340,0.0,0.0,0.0,0
2024-03-23,22,1012.6,1016.1,25.2,22.7,86,1.5,180,2.4,170,0.0,0.0,0.0,0
2024-03-23,23,1012.1,1015.6,24.7,22.4,87,1.4,180,3.0,140,0.0,0.0,0.0,0
2024-03-23,24,1011.5,1015.0,24.1,22.2,89,1.0,150,2.9,180,0.0,0.0,0.0,0
2024-03-24,1,1010.9,1014.4,23.7,22.1,91,1.0,200,2.3,180,0.0,0.0,0.0,0
2024-03-24,2,1010.4,1013.9,23.6,21.9,90,1.4,170,2.5,160,0.0,0.0,0.0,0
2024-03-24,3,1009.8,1013.3,23.1,21.6,91,1.2,190,3.3,180,0.0,0.0,0.0,0
2024-03-24,4,1009.8,1013.3,22.7,21.3,92,0.7,190,2.2,170,0.0,0.0,0.0,0
2024-03-24,5,1010.3,1013.8,22.8,20.7,88,1.0,160,3.6,160,0.0,0.0,0.0,0
2024-03-24,6,1011.0,1014.5,22.9,20.6,87,1.7,160,3.0,140,0.0,0.0,0.0,0
2024-03-24,7,1011.5,1015.0,22.9,20.3,85,1.5,170,3.8,160,0.0,0.0,0.19,0
2024-03-24,8,1012.5,1016.0,24.0,20.9,83,1.5,170,3.1,140,0.0,0.0,0.48,1
2024-03-24,9,1012.3,1015.8,25.0,21.5,81,1.5,120,2.9,170,0.0,0.0,0.69,1
2024-03-24,10,1012.0,1015.5,27.6,22.3,73,0.8,170,2.6,80,0.0,0.0,2.06,5
2024-03-24,11,1011.3,1014.8,29.9,22.4,64,1.1,250,3.9,280,0.0,0.0,2.53,7
2024-03-24,12,1010.7,1014.1,30.8,23.5,65,0.8,330,5.3,310,0.0,0.0,2.08,6
2024-03-24,13,1009.9,1013.4,29.6,23.8,71,1.5,330,5.9,340,0.0,0.0,2.18,7
2024-03-24,14,1009.2,1012.7,28.7,23.8,75,2.7,340,6.8,340,0.0,0.0,1.69,5
2024-03-24,15,1008.8,1012.3,28.4,23.8,76,2.4,340,5.7,330,0.0,0.0,0.74,2
2024-03-24,16,1008.6,1012.1,28.5,23.2,73,2.4,280,6.6,300,0.0,0.0,0.61,1
2024-03-24,17,1008.8,1012.3,27.9,22.9,74,2.8,280,6.9,270,0.0,0.0,0.58,1
2024-03-24,18,1009.0,1012.5,26.8,23.1,80,1.9,240,6.8,280,0.0,0.0,0.18,0
2024-03-24,19,1009.5,1013.0,26.8,23.3,81,1.2,260,5.1,200,0.0,0.0,0.0,0
2024-03-24,20,1010.3,1013.8,26.9,23.4,81,0.9,260,3.4,310,0.0,0.0,0.0,0
2024-03-24,21,1011.1,1014.6,26.7,23.4,82,0.4,170,2.5,330,0.0,0.0,0.0,0
2024-03-24,22,1011.1,1014.6,26.3,23.4,84,1.0,200,2.3,240,0.0,0.0,0.0,0
2024-03-24,23,1011.2,1014.7,25.7,23.2,86,0.8,200,2.1,260,0.0,0.0,0.0,0
2024-03-24,24,1011.2,1014.7,25.2,23.3,89,1.3,160,2.7,180,0.0,0.0,0.0,0
2024-03-25,1,1010.9,1014.4,24.9,23.2,90,1.5,140,2.6,120,0.0,0.0,0.0,0
2024-03-25,2,1010.6,1014.1,24.2,22.8,92,0.9,130,3.0,180,0.0,0.0,0.0,0
2024-03-25,3,1010.5,1014.0,24.0,22.4,91,1.1,160,3.1,180,0.0,0.0,0.0,0
2024-03-25,4,1011.1,1014.6,23.6,22.0,91,1.0,200,2.7,180,0.0,0.0,0.0,0
2024-03-25,5,1012.3,1015.8,23.4,21.3,88,0.9,180,2.5,190,0.0,0.0,0.0,0
2024-03-25,6,1013.4,1016.9,23.8,21.3,86,1.7,170,2.4,160,0.0,0.0,0.0,0
2024-03-25,7,1014.5,1018.0,23.8,21.3,86,1.1,210,2.9,180,0.0,0.0,0.03,0
2024-03-25,8,1015.6,1019.2,23.6,22.8,95,1.6,300,6.2,290,2.0,0.8,0.09,0
2024-03-25,9,1016.4,1020.0,23.0,22.2,95,0.8,130,5.9,340,T,0.1,0.22,1
2024-03-25,10,1017.4,1021.0,20.3,18.6,90,5.8,90,13.8,80,T,0.6,0.4,1
2024-03-25,11,1017.9,1021.5,19.9,17.5,86,4.4,90,14.0,120,0.0,0.0,0.91,3
2024-03-25,12,1017.8,1021.4,19.6,16.6,83,5.4,100,14.3,80,0.0,0.0,0.91,3
2024-03-25,13,1017.3,1020.9,18.6,16.0,85,4.8,100,14.5,60,0.0,0.0,0.6,2
2024-03-25,14,1016.7,1020.3,18.6,15.7,83,5.1,90,13.5,90,0.0,0.0,0.7,2
2024-03-25,15,1016.5,1020.1,17.9,15.4,85,6.2,90,14.5,70,T,1.0,0.61,2
2024-03-25,16,1016.8,1020.4,17.5,14.6,83,6.5,90,17.2,80,T,0.4,0.61,1
2024-03-25,17,1017.4,1021.0,17.2,14.5,84,5.5,90,15.9,80,0.0,0.0,0.29,0
2024-03-25,18,1017.9,1021.5,16.9,14.2,84,5.4,90,14.3,120,0.0,0.0,0.09,0
2024-03-25,19,1018.3,1021.9,17.0,14.1,83,5.0,90,17.6,60,0.0,0.0,0.0,0
2024-03-25,20,1018.8,1022.4,17.1,14.7,86,4.1,90,12.8,80,0.0,0.0,0.0,0
2024-03-25,21,1019.5,1023.1,17.1,14.2,83,5.4,90,12.6,80,0.0,0.0,0.0,0
2024-03-25,22,1019.5,1023.1,17.4,13.9,80,3.4,100,11.4,90,0.0,0.0,0.0,0
2024-03-25,23,1019.3,1022.9,17.7,14.0,79,4.1,90,9.4,80,0.0,0.0,0.0,0
2024-03-25,24,1018.7,1022.3,17.6,14.1,80,4.4,90,11.1,80,0.0,0.0,0.0,0
2024-03-26,1,1018.2,1021.8,17.7,14.0,79,4.4,90,11.3,80,0.0,0.0,0.0,0
2024-03-26,2,1017.5,1021.1,17.7,14.2,80,3.0,90,10.8,100,0.0,0.0,0.0,0
2024-03-26,3,1017.1,1020.7,17.8,14.5,81,3.7,100,10.5,100,0.0,0.0,0.0,0
2024-03-26,4,1016.8,1020.4,17.8,14.7,82,3.7,90,9.8,120,0.0,0.0,0.0,0
2024-03-26,5,1016.8,1020.4,17.6,14.7,83,4.7,90,11.7,100,0.0,0.0,0.0,0
2024-03-26,6,1017.4,1021.0,17.6,14.5,82,4.0,90,11.8,90,0.0,0.0,0.0,0
2024-03-26,7,1017.6,1021.2,17.9,14.6,81,4.4,90,11.9,80,0.0,0.0,0.17,0
2024-03-26,8,1017.8,1021.4,18.7,15.0,79,4.6,90,14.1,90,0.0,0.0,0.8,1
2024-03-26,9,1018.1,1021.7,19.3,15.0,76,5.6,90,12.9,70,0.0,0.0,1.49,3
2024-03-26,10,1017.8,1021.4,20.5,15.5,73,3.9,90,12.1,90,0.0,0.0,2.17,5
2024-03-26,11,1017.2,1020.8,20.8,16.0,74,4.5,90,11.2,80,0.0,0.0,2.07,6
2024-03-26,12,1016.4,1020.0,22.2,16.9,72,3.2,80,11.4,100,0.0,0.0,2.63,8
2024-03-26,13,1015.7,1019.3,22.2,17.1,73,3.9,80,10.6,80,0.0,0.0,2.4,7
2024-03-26,14,1014.6,1018.2,22.4,17.6,74,3.0,90,8.0,110,0.0,0.0,2.3,6
2024-03-26,15,1014.0,1017.6,22.5,17.6,74,2.6,80,7.4,50,0.0,0.0,1.33,3
2024-03-26,16,1013.9,1017.5,22.0,17.8,77,3.0,110,7.6,80,0.0,0.0,0.47,1
2024-03-26,17,1013.8,1017.4,21.8,18.0,79,2.3,90,7.3,80,0.0,0.0,0.37,0
2024-03-26,18,1013.9,1017.5,21.7,18.1,80,2.3,80,5.6,90,0.0,0.0,0.1,0
2024-03-26,19,1014.3,1017.9,21.6,18.4,82,3.0,100,6.8,80,0.0,0.0,0.0,0
2024-03-26,20,1014.3,1017.9,21.7,18.3,81,2.0,90,5.6,100,0.0,0.0,0.0,0
2024-03-26,21,1014.4,1018.0,21.9,18.1,79,1.4,90,4.0,60,0.0,0.0,0.0,0
2024-03-26,22,1013.9,1017.5,22.0,18.0,78,1.0,120,3.4,110,0.0,0.0,0.0,0
2024-03-26,23,1013.2,1016.8,21.9,17.7,77,1.1,120,2.8,150,0.0,0.0,0.0,0
2024-03-26,24,1012.5,1016.1,21.6,17.8,79,1.9,140,3.4,140,0.0,0.0,0.0,0
2024-03-27,1,1011.6,1015.2,21.2,17.8,81,0.9,140,3.7,150,0.0,0.0,0.0,0
2024-03-27,2,1010.7,1014.3,21.4,17.6,79,1.9,170,3.9,170,0.0,0.0,0.0,0
2024-03-27,3,1009.9,1013.5,21.1,17.7,81,1.5,170,4.3,170,0.0,0.0,0.0,0
2024-03-27,4,1009.3,1012.9,20.9,18.1,84,1.2,170,3.3,150,0.0,0.0,0.0,0
2024-03-27,5,1008.6,1012.2,20.7,17.7,83,2.4,160,4.2,170,0.0,0.0,0.0,0
2024-03-27,6,1008.9,1012.5,20.7,17.9,84,1.1,140,4.0,160,0.0,0.0,0.0,0
2024-03-27,7,1009.8,1013.4,20.8,18.0,84,1.2,210,2.9,180,0.0,0.0,0.04,0
2024-03-27,8,1010.2,1013.8,21.6,18.4,82,0.9,150,2.1,130,0.0,0.0,0.29,0
2024-03-27,9,1010.7,1014.3,22.0,19.0,83,0.7,150,3.0,140,0.0,0.0,0.47,1
2024-03-27,10,1011.6,1015.2,22.5,19.5,83,1.2,260,2.9,250,T,0.2,0.22,1
2024-03-27,11,1011.6,1015.2,22.2,19.9,87,1.7,160,3.0,250,T,1.0,0.19,1
2024-03-27,12,1009.4,1012.9,25.9,21.8,78,2.9,160,6.0,140,T,0.1,1.87,6
2024-03-27,13,1008.0,1011.5,29.7,21.4,61,2.4,270,7.8,220,0.0,0.0,3.47,10
2024-03-27,14,1007.3,1010.8,29.5,20.9,60,3.1,280,9.7,310,0.0,0.0,2.81,8
2024-03-27,15,1005.8,1009.2,31.1,20.4,53,1.6,260,10.7,290,0.0,0.0,2.57,6
2024-03-27,16,1005.1,1008.5,30.3,20.0,54,1.6,260,6.4,290,0.0,0.0,1.73,3
2024-03-27,17,1006.4,1009.9,29.1,20.0,58,3.5,300,9.2,260,0.0,0.0,0.68,1
2024-03-27,18,1007.3,1010.8,27.8,20.1,63,3.6,280,9.0,260,0.0,0.0,0.09,0
2024-03-27,19,1008.4,1011.9,26.8,21.3,72,1.9,300,9.1,280,0.0,0.0,0.0,0
2024-03-27,20,1008.9,1012.4,26.5,21.7,75,2.3,290,6.1,300,0.0,0.0,0.0,0
2024-03-27,21,1009.8,1013.3,26.3,21.7,76,1.1,240,4.8,300,0.0,0.0,0.0,0
2024-03-27,22,1010.5,1014.0,26.0,21.9,78,0.6,260,3.1,290,0.0,0.0,0.0,0
2024-03-27,23,1010.4,1013.9,25.7,22.0,80,0.6,250,2.8,270,0.0,0.0,0.0,0
2024-03-27,24,1010.1,1013.6,25.7,22.0,80,1.7,250,3.8,250,0.0,0.0,0.0,0
2024-03-28,1,1009.7,1013.2,25.6,21.9,80,0.8,260,3.9,250,0.0,0.0,0.0,0
2024-03-28,2,1009.4,1012.9,25.3,21.6,80,1.7,260,5.3,280,0.0,0.0,0.0,0
2024-03-28,3,1009.2,1012.7,25.1,22.0,83,1.4,290,4.2,260,0.0,0.0,0.0,0
2024-03-28,4,1009.4,1012.9,23.8,21.1,85,2.5,330,7.5,310,0.0,0.0,0.0,0
2024-03-28,5,1010.0,1013.5,23.0,20.9,88,1.9,320,6.6,330,0.0,0.0,0.0,0
2024-03-28,6,1010.3,1013.8,22.8,20.2,85,1.4,320,4.3,310,0.0,0.0,0.0,0
2024-03-28,7,1010.9,1014.4,23.2,20.2,83,1.2,350,2.7,330,0.0,0.0,0.14,0
2024-03-28,8,1011.4,1015.0,22.4,20.1,87,1.7,100,4.6,110,0.0,0.0,0.32,1
2024-03-28,9,1012.0,1015.6,22.6,19.2,81,3.1,80,6.9,90,0.0,0.0,0.89,2
2024-03-28,10,1012.0,1015.5,24.1,18.3,70,2.7,120,7.4,80,0.0,0.0,1.87,4
2024-03-28,11,1011.7,1015.2,25.0,17.0,61,3.1,100,7.5,110,0.0,0.0,2.02,5
2024-03-28,12,1011.1,1014.6,25.9,17.0,58,2.9,110,7.4,90,0.0,0.0,2.27,7
2024-03-28,13,1010.1,1013.6,27.0,17.5,56,2.1,80,7.3,80,0.0,0.0,3.28,8
2024-03-28,14,1009.4,1012.9,27.2,17.1,54,2.6,90,7.5,110,0.0,0.0,2.84,7
2024-03-28,15,1008.9,1012.4,26.5,16.5,54,3.5,90,8.1,100,0.0,0.0,2.31,4
2024-03-28,16,1009.2,1012.7,25.2,17.2,61,3.5,90,9.5,100,0.0,0.0,1.43,2
2024-03-28,17,1009.6,1013.1,23.9,18.1,70,3.3,90,10.0,100,0.0,0.0,0.75,1
2024-03-28,18,1009.9,1013.4,23.5,18.4,73,3.0,90,8.3,80,0.0,0.0,0.21,0
2024-03-28,19,1010.4,1013.9,23.4,18.3,73,1.9,100,7.2,80,0.0,0.0,0.0,0
2024-03-28,20,1011.1,1014.6,23.1,18.0,73,2.7,110,6.6,90,0.0,0.0,0.0,0
2024-03-28,21,1011.4,1014.9,22.8,17.9,74,1.8,90,5.1,110,0.0,0.0,0.0,0
2024-03-28,22,1011.6,1015.1,22.9,18.0,74,1.1,100,3.2,90,0.0,0.0,0.0,0
2024-03-28,23,1011.5,1015.0,22.7,17.8,74,0.9,140,3.3,140,0.0,0.0,0.0,0
2024-03-28,24,1011.2,1014.7,22.5,18.1,76,1.1,140,2.4,140,0.0,0.0,0.0,0
2024-03-29,1,1010.9,1014.4,22.5,18.3,77,1.1,180,2.4,190,0.0,0.0,0.0,0
2024-03-29,2,1011.0,1014.6,22.2,18.6,80,1.5,170,4.4,160,0.0,0.0,0.0,0
2024-03-29,3,1010.6,1014.2,22.1,18.7,81,1.0,200,3.5,160,0.0,0.0,0.0,0
2024-03-29,4,1010.7,1014.3,22.1,18.7,81,0.8,180,2.6,220,0.0,0.0,0.0,0
2024-03-29,5,1011.1,1014.7,22.1,18.7,81,1.0,170,2.6,150,0.0,0.0,0.0,0
2024-03-29,6,1012.1,1015.7,22.0,19.2,84,0.9,170,2.0,140,T,0.3,0.0,0
2024-03-29,7,1012.8,1016.4,20.9,20.4,97,0.7,130,1.8,240,0.5,0.8,0.0,0
2024-03-29,8,1013.4,1017.0,21.3,20.6,96,1.4,150,3.4,130,1.0,0.9,0.08,0
2024-03-29,9,1012.8,1016.4,21.4,20.7,96,2.1,130,5.4,120,0.5,1.0,0.17,0
2024-03-29,10,1012.3,1015.9,22.0,21.5,97,1.0,110,2.3,100,0.5,1.0,0.25,1
2024-03-29,11,1011.6,1015.1,24.5,22.6,89,1.4,30,4.6,50,T,0.6,1.2,3
2024-03-29,12,1010.9,1014.4,26.8,22.2,76,1.2,20,4.5,110,0.0,0.0,2.28,6
2024-03-29,13,1010.4,1013.9,27.7,21.3,68,1.0,280,3.9,320,0.0,0.0,2.45,6
2024-03-29,14,1009.8,1013.3,27.3,21.1,69,1.2,290,3.8,310,0.0,0.0,1.35,3
2024-03-29,15,1009.5,1013.0,26.4,21.2,73,2.3,340,5.8,340,0.0,0.0,0.64,1
2024-03-29,16,1009.2,1012.7,26.2,21.6,76,0.7,20,4.5,340,0.0,0.0,0.34,1
2024-03-29,17,1009.1,1012.6,26.6,21.8,75,0.6,210,2.2,30,0.0,0.0,0.25,0
2024-03-29,18,1009.4,1012.9,26.0,21.7,77,0.9,100,3.9,80,0.0,0.0,0.1,0
2024-03-29,19,1010.2,1013.7,25.4,21.1,77,0.7,80,3.8,60,0.0,0.0,0.0,0
2024-03-29,20,1010.2,1013.7,24.9,21.0,79,0.6,100,2.1,130,0.0,0.0,0.0,0
2024-03-29,21,1010.4,1013.9,24.7,21.0,80,1.2,140,2.7,40,0.0,0.0,0.0,0
2024-03-29,22,1009.9,1013.4,24.0,21.9,88,1.2,150,3.2,140,0.0,0.0,0.0,0
2024-03-29,23,1009.7,1013.2,23.3,21.6,90,0.8,130,2.6,80,0.0,0.0,0.0,0
2024-03-29,24,1009.8,1013.3,23.3,21.0,87,1.9,170,3.7,160,0.0,0.0,0.0,0
2024-03-30,1,1009.3,1012.8,22.8,20.7,88,1.6,150,3.5,170,0.0,0.0,0.0,0
2024-03-30,2,1008.3,1011.8,22.6,20.7,89,1.2,110,3.8,80,0.0,0.0,0.0,0
2024-03-30,3,1008.5,1012.0,22.4,20.5,89,0.7,120,2.3,200,0.0,0.0,0.0,0
2024-03-30,4,1008.7,1012.2,22.5,20.4,88,1.1,200,2.8,170,0.0,0.0,0.0,0
2024-03-30,5,1008.7,1012.2,22.3,19.9,86,1.1,170,3.2,160,0.0,0.0,0.0,0
2024-03-30,6,1008.3,1011.8,22.2,19.8,86,2.2,170,4.4,160,0.0,0.0,0.0,0
2024-03-30,7,1008.5,1012.0,22.6,20.3,87,2.0,160,3.9,160,0.0,0.0,0.21,0
2024-03-30,8,1012.3,1015.9,21.7,21.2,97,2.9,200,9.8,270,8.5,0.6,0.07,0
2024-03-30,9,1007.5,1011.0,21.5,21.0,97,0.9,70,6.0,180,2.5,0.8,0.12,0
2024-03-30,10,1006.9,1010.4,23.8,21.3,86,0.8,50,4.0,50,0.0,0.0,1.82,4
2024-03-30,11,1007.0,1010.5,25.2,21.3,79,1.0,250,3.7,340,0.0,0.0,1.42,4
2024-03-30,12,1006.2,1009.7,28.1,23.0,74,0.9,190,3.1,120,0.0,0.0,2.47,6
2024-03-30,13,1006.0,1009.5,27.2,22.8,77,0.5,80,4.3,340,0.0,0.0,1.2,3
2024-03-30,14,1004.8,1008.3,27.1,23.8,82,1.2,200,5.8,350,T,0.9,0.69,2
2024-03-30,15,1003.9,1007.4,28.1,23.9,78,1.6,120,3.0,110,T,0.7,1.17,2
2024-03-30,16,1006.3,1009.8,23.0,20.2,84,7.4,330,18.7,330,T,0.1,0.55,1
2024-03-30,17,1006.6,1010.1,22.2,20.7,91,3.3,280,16.5,340,8.5,1.0,0.03,0
2024-03-30,18,1006.6,1010.1,21.7,21.2,97,1.3,100,7.3,340,6.0,1.0,0.0,0
2024-03-30,19,1007.0,1010.5,22.2,21.9,98,1.6,160,4.6,240,9.5,0.5,0.0,0
2024-03-30,20,1007.1,1010.6,22.3,22.0,98,1.2,20,2.3,20,0.0,0.0,0.0,0
2024-03-30,21,1007.9,1011.4,22.8,22.5,98,1.1,120,2.6,350,0.0,0.0,0.0,0
2024-03-30,22,1008.5,1012.0,22.7,22.4,98,0.7,190,2.4,220,0.0,0.0,0.0,0
2024-03-30,23,1009.3,1012.8,23.8,23.5,98,2.1,320,6.0,320,0.0,0.0,0.0,0
2024-03-30,24,1009.3,1012.8,23.5,23.0,97,1.4,330,6.1,350,0.0,0.0,0.0,0
2024-03-31,1,1008.8,1012.3,22.8,21.6,93,1.9,360,7.9,320,0.0,0.0,0.0,0
2024-03-31,2,1009.4,1012.9,22.1,20.7,92,1.7,140,5.7,90,0.5,0.4,0.0,0
2024-03-31,3,1009.1,1012.7,20.6,18.0,85,2.9,100,8.1,80,T,0.5,0.0,0
2024-03-31,4,1009.3,1012.9,20.1,18.6,91,3.4,130,7.6,60,1.0,0.4,0.0,0
2024-03-31,5,1010.3,1013.9,20.5,18.1,86,2.3,130,4.9,130,0.0,0.0,0.0,0
2024-03-31,6,1010.2,1013.8,20.5,17.3,82,1.9,140,4.7,110,0.0,0.0,0.0,0
2024-03-31,7,1010.6,1014.2,21.1,16.3,74,2.6,120,5.7,110,0.0,0.0,0.07,0
2024-03-31,8,1011.7,1015.3,22.5,15.4,64,2.9,100,7.3,110,0.0,0.0,0.54,1
2024-03-31,9,1011.7,1015.2,23.0,16.3,66,2.6,90,7.8,80,0.0,0.0,0.99,2
2024-03-31,10,1011.6,1015.1,24.0,16.5,63,2.5,90,8.6,80,0.0,0.0,1.58,3
2024-03-31,11,1011.0,1014.5,25.6,17.0,59,1.9,80,7.8,90,0.0,0.0,1.92,5
2024-03-31,12,1009.9,1013.4,27.1,17.9,57,2.3,90,8.1,80,0.0,0.0,2.6,6
2024-03-31,13,1008.9,1012.4,28.0,18.1,55,3.5,80,8.0,80,0.0,0.0,2.88,7
2024-03-31,14,1008.1,1011.6,27.2,18.0,57,3.1,80,9.1,90,0.0,0.0,2.47,6
2024-03-31,15,1007.6,1011.1,26.9,18.0,58,2.9,100,8.5,100,0.0,0.0,1.02,2
2024-03-31,16,1007.3,1010.8,26.3,17.7,59,3.2,80,8.4,50,0.0,0.0,0.94,1
2024-03-31,17,1006.8,1010.3,25.4,18.6,66,3.5,80,8.8,70,0.0,0.0,0.46,1
2024-03-31,18,1007.7,1011.2,25.2,18.4,66,3.0,80,9.0,60,0.0,0.0,0.16,0
2024-03-31,19,1008.5,1012.0,24.8,18.0,66,2.1,100,7.0,90,0.0,0.0,0.0,0
2024-03-31,20,1009.2,1012.7,23.5,19.5,78,1.6,110,5.6,80,T,0.2,0.0,0
2024-03-31,21,1009.3,1012.8,22.6,20.5,88,0.8,110,2.9,100,T,0.1,0.0,0
2024-03-31,22,1009.4,1012.9,23.3,19.7,80,1.1,160,2.4,150,0.0,0.0,0.0,0
2024-03-31,23,1008.4,1011.9,23.3,19.5,79,1.3,130,2.7,110,0.0,0.0,0.0,0
2024-03-31,24,1008.1,1011.6,23.1,19.5,80,1.1,210,2.1,150,0.0,0.0,0.0,0
2024-04-01,1,1007.9,1011.4,22.5,20.0,86,1.7,160,3.5,140,T,0.2,0.0,0
2024-04-01,2,1007.6,1011.1,21.8,20.3,91,0.7,150,3.6,160,T,0.5,0.0,0
2024-04-01,3,1007.1,1010.6,21.5,20.8,96,0.4,50,1.5,200,0.5,0.5,0.0,0
2024-04-01,4,1007.3,1010.8,21.9,20.5,92,1.1,170,1.9,140,T,0.1,0.0,0
2024-04-01,5,1008.0,1011.5,22.1,20.0,88,0.8,200,2.7,160,0.0,0.0,0.0,0
2024-04-01,6,1008.4,1011.9,22.3,20.0,87,0.7,130,3.0,160,0.0,0.0,0.0,0
2024-04-01,7,1009.0,1012.5,22.8,20.3,86,0.9,210,2.2,170,0.0,0.0,0.16,0
2024-04-01,8,1009.3,1012.8,23.9,20.5,81,0.9,200,2.3,160,0.0,0.0,0.75,1
2024-04-01,9,1009.2,1012.7,26.2,21.4,75,0.7,90,2.5,210,0.0,0.0,1.85,3
2024-04-01,10,1009.0,1012.5,28.2,21.8,68,1.3,160,3.4,220,0.0,0.0,2.6,6
2024-04-01,11,1008.2,1011.6,30.5,23.4,66,0.4,140,4.3,140,0.0,0.0,3.11,8
